width,height,depth,weight,can_rotate,pallet_id,cargo_id
42.497689704455794,31.39310284774494,33.13496463783536,2.921962108515574,0,1,s1
44.29466837832162,44.87109030991286,33.61938051954945,0.1043107433331504,0,2,s2
42.31802368208364,23.206269285764847,44.50042009969343,0.2778337164517205,0,3,s3
39.870317696121255,17.995900941464182,30.52754178598833,4.315004873238334,0,4,s4
38.612891681405976,42.257407500603776,30.461954960925773,1.488144473666019,0,5,s5
38.63344549337949,13.130937390751313,30.628226177689182,2.9992334230676936,0,6,s6
44.86279602349337,17.037518441449585,36.572813730079005,2.9534013398814607,0,7,s7
39.117871792334384,14.328559361171488,43.12000298399348,1.4193339527459532,0,8,s8
34.58678585619516,43.9602034818166,37.10861515192881,0.8008123252838699,0,9,s9
38.24229011568604,33.359316224803294,43.3804381505026,2.8911840531871924,0,10,s10
34.65525721552278,27.165756154057988,30.70309819454923,1.1747862372202802,0,11,s11
31.5222569426837,12.249113059410282,40.72912852030754,3.8702444894063976,0,12,s12
30.341036427971755,14.999578410099751,34.288909484227986,1.673738613377713,0,13,s13
43.89717254579207,23.163860256697475,31.8133663730864,0.40579087460397034,0,14,s14
39.43723555497191,17.867346408540488,33.021009909836536,3.483175740006533,0,15,s15
30.150240685137415,15.943968861166699,42.402652863088335,0.6997319862929298,0,16,s16
33.73473846358133,44.501051056663705,41.090515217919105,2.8304384072344155,0,17,s17
37.81030482199421,11.870453740716336,37.96798269275935,4.739170301761818,0,18,s18
44.893536807319094,30.597662784900052,30.60763271283892,0.25675427106369764,0,19,s19
36.77907275584275,23.0312038861718,44.20213960452403,4.392109889230409,0,20,s20
35.76690944384259,30.356983050300194,33.08989118878644,1.4062676517366315,0,21,s21
31.063483229844042,31.614949646207585,41.59901757844783,2.432591367859321,0,22,s22
37.44819235535556,17.511213532260438,40.44195715128011,3.724696915553972,0,23,s23
34.81340403765144,10.42665452079607,44.61897109449866,0.9242317248449127,0,24,s24
43.15894252547041,38.622058466149966,39.14593915030012,1.2818528063212642,0,25,s25
41.43652181807863,44.25781051735623,43.43901728807485,3.5003018970686273,0,26,s26
37.37556247774367,28.839144330082586,43.93976375338721,3.437343930028074,0,27,s27
31.128831751699646,44.393562273985424,32.81315350983041,0.9565710131371807,0,28,s28
43.69861492241357,28.110431769243487,31.13865026044732,4.408101239784842,0,29,s29
43.61607174597862,13.237761134895868,38.40459333711721,1.068499572003701,0,30,s30
38.59586586833488,37.12834283152638,36.004886611973134,1.0550135389243258,0,31,s31
35.83595621974534,15.045937803450569,42.630817091357066,1.8313883175713064,0,32,s32
33.77344952631478,30.52218605323975,36.943508357287136,2.092834406688404,0,33,s33
34.84171535335681,29.742839435649998,39.55362124120276,2.057397276141449,0,34,s34
41.24353600120557,28.14614479411477,36.38809120451665,1.9738005411129569,0,35,s35
34.673811306509776,13.791694326303967,31.451426710188105,4.816548707459849,0,36,s36
42.61228810977415,22.96923963220499,37.78990008338605,4.184048736231084,0,37,s37
44.41101330394077,37.29167439985352,39.47058707004271,2.211712267586886,0,38,s38
35.73410346921456,21.89409864518185,34.88859768141329,1.876358092042701,0,39,s39
31.942487423395182,34.789862244312495,31.764173697431584,4.03798905371852,0,40,s40
39.32156888539084,21.89177249889972,33.70437303905195,3.9808243597104975,0,41,s41
36.04009657490892,39.26067894640636,38.583642278873924,4.250066078010181,0,42,s42
35.100464197865655,27.645089299089424,32.39243384729119,4.704579972582819,0,43,s43
44.213341219685816,24.247745089285218,32.19338379344544,2.632649852920472,0,44,s44
32.32141663435877,19.370316845181932,43.271244271104436,2.2954625391363717,0,45,s45
36.98869376253705,39.96814889561338,33.14211784999999,1.1932149543621036,0,46,s46
42.36924863827647,14.878757505275567,43.216443511343684,3.6943870231255156,0,47,s47
43.73924276152743,30.390374891501583,35.95242268890917,0.9516988981789524,0,48,s48
35.636241697594784,31.132813049486153,37.92009751020945,1.6735114120061128,0,49,s49
38.9488634317263,14.330528905600666,36.556865894633525,2.5492918602445966,0,50,s50
37.29786329728829,39.1711083343658,36.49916111841747,4.510007632036192,0,51,s51
39.3033822023143,25.781017260719857,44.405909346712136,2.3730309723150294,0,52,s52
32.287081807332555,27.48247088726894,42.56249790677912,4.943218391321442,0,53,s53
34.81402760899479,28.351036415628382,44.773835315421096,0.41447944765312794,0,54,s54
41.01345280343527,30.197698574290357,40.69424216640164,2.2491058472785257,0,55,s55
37.582807566084576,18.15489355671764,34.60921207865752,0.23812824962359166,0,56,s56
33.19149308615738,17.320288244541203,41.19463277728201,0.7282242393356783,0,57,s57
32.53384522744407,24.032292226390503,36.71883748269253,2.4527929342154957,0,58,s58
35.53545440729036,10.20333775074774,40.45700199210242,1.9818717059386037,0,59,s59
34.12712227815979,15.541642440243923,34.02459166761701,1.2302774114450017,0,60,s60
